agents,solveIndModel,solveNN,solveDynamic,solveStaticOverlap,solveStaticNonOverlap,solveStaticNoPool,solveGreedyDynamic,maxUtil
"[(0, 0.25, 0.25), (1, 0.25, 0.25), (2, 0.25, 0.5), (3, 0.25, 0.75), (4, 0.5, 0.75)]",0.39453125,0.5625,0.69140625,0.6875,0.6875,0.6875,0.69140625,0.8125
"[(0, 0.25, 0.25), (1, 0.25, 0.25), (2, 0.25, 0.5), (3, 0.25, 0.75), (4, 0.75, 0.75)]",0.48828125,0.703125,0.87890625,0.875,0.875,0.875,0.87890625,1.0
"[(0, 0.25, 0.25), (1, 0.25, 0.25), (2, 0.25, 0.5), (3, 0.5, 0.75), (4, 0.5, 0.75)]",0.435546875,0.75,0.87890625,0.875,0.875,0.875,0.87890625,1.0
"[(0, 0.25, 0.25), (1, 0.25, 0.25), (2, 0.25, 0.5), (3, 0.5, 0.75), (4, 0.75, 0.75)]",0.529296875,0.84375,1.06640625,1.0625,1.0625,1.0625,1.06640625,1.1875
"[(0, 0.25, 0.25), (1, 0.25, 0.25), (2, 0.25, 0.5), (3, 0.75, 0.75), (4, 0.75, 0.75)]",0.5703125,0.984375,1.25390625,1.25,1.25,1.25,1.25390625,1.375
"[(0, 0.25, 0.25), (1, 0.25, 0.25), (2, 0.5, 0.5), (3, 0.5, 0.5), (4, 0.5, 0.5)]",0.4453125,0.25,0.75,0.75,0.75,0.75,0.75,0.875
"[(0, 0.25, 0.25), (1, 0.25, 0.25), (2, 0.5, 0.5), (3, 0.5, 0.5), (4, 0.75, 0.5)]",0.5078125,0.375,0.875,0.875,0.875,0.875,0.875,1.0
"[(0, 0.25, 0.25), (1, 0.25, 0.25), (2, 0.5, 0.5), (3, 0.5, 0.5), (4, 0.25, 0.75)]",0.42578125,0.0,0.6875,0.6875,0.6875,0.6875,0.6875,0.8125
"[(0, 0.25, 0.25), (1, 0.25, 0.25), (2, 0.5, 0.5), (3, 0.5, 0.5), (4, 0.5, 0.75)]",0.51953125,0.0,0.875,0.875,0.875,0.875,0.875,1.0
"[(0, 0.25, 0.25), (1, 0.25, 0.25), (2, 0.5, 0.5), (3, 0.5, 0.5), (4, 0.75, 0.75)]",0.61328125,0.0,1.0625,1.0625,1.0625,1.0625,1.0625,1.1875
"[(0, 0.25, 0.25), (1, 0.25, 0.25), (2, 0.5, 0.5), (3, 0.75, 0.5), (4, 0.75, 0.5)]",0.53125,0.375,1.0,1.0,1.0,1.0,1.0,1.125
"[(0, 0.25, 0.25), (1, 0.25, 0.25), (2, 0.5, 0.5), (3, 0.75, 0.5), (4, 0.25, 0.75)]",0.453125,0.0,0.8125,0.8125,0.8125,0.8125,0.8125,0.9375
"[(0, 0.25, 0.25), (1, 0.25, 0.25), (2, 0.5, 0.5), (3, 0.75, 0.5), (4, 0.5, 0.75)]",0.546875,0.0,1.0,1.0,1.0,1.0,1.0,1.125
"[(0, 0.25, 0.25), (1, 0.25, 0.25), (2, 0.5, 0.5), (3, 0.75, 0.5), (4, 0.75, 0.75)]",0.640625,0.0,1.1875,1.1875,1.1875,1.1875,1.1875,1.3125
"[(0, 0.25, 0.25), (1, 0.25, 0.25), (2, 0.5, 0.5), (3, 0.25, 0.75), (4, 0.25, 0.75)]",0.42578125,0.234375,0.625,0.625,0.625,0.625,0.625,0.75
"[(0, 0.25, 0.25), (1, 0.25, 0.25), (2, 0.5, 0.5), (3, 0.25, 0.75), (4, 0.5, 0.75)]",0.51953125,0.0,0.8125,0.8125,0.8125,0.8125,0.8125,0.9375
"[(0, 0.25, 0.25), (1, 0.25, 0.25), (2, 0.5, 0.5), (3, 0.25, 0.75), (4, 0.75, 0.75)]",0.61328125,0.5625,1.0,1.0,1.0,1.0,1.0,1.125
"[(0, 0.25, 0.25), (1, 0.25, 0.25), (2, 0.5, 0.5), (3, 0.5, 0.75), (4, 0.5, 0.75)]",0.560546875,0.46875,1.0,1.0,1.0,1.0,1.0,1.125
"[(0, 0.25, 0.25), (1, 0.25, 0.25), (2, 0.5, 0.5), (3, 0.5, 0.75), (4, 0.75, 0.75)]",0.654296875,0.9375,1.1875,1.1875,1.1875,1.1875,1.1875,1.3125
"[(0, 0.25, 0.25), (1, 0.25, 0.25), (2, 0.5, 0.5), (3, 0.75, 0.75), (4, 0.75, 0.75)]",0.6953125,1.125,1.375,1.375,1.375,1.375,1.375,1.5
"[(0, 0.25, 0.25), (1, 0.25, 0.25), (2, 0.75, 0.5), (3, 0.75, 0.5), (4, 0.75, 0.5)]",0.65625,0.75,1.125,1.125,1.125,1.125,1.125,1.25
"[(0, 0.25, 0.25), (1, 0.25, 0.25), (2, 0.75, 0.5), (3, 0.75, 0.5), (4, 0.25, 0.75)]",0.578125,0.375,0.9375,0.9375,0.9375,0.9375,0.9375,1.0625
"[(0, 0.25, 0.25), (1, 0.25, 0.25), (2, 0.75, 0.5), (3, 0.75, 0.5), (4, 0.5, 0.75)]",0.671875,0.375,1.125,1.125,1.125,1.125,1.125,1.25
"[(0, 0.25, 0.25), (1, 0.25, 0.25), (2, 0.75, 0.5), (3, 0.75, 0.5), (4, 0.75, 0.75)]",0.765625,0.375,1.3125,1.3125,1.3125,1.3125,1.3125,1.4375
"[(0, 0.25, 0.25), (1, 0.25, 0.25), (2, 0.75, 0.5), (3, 0.25, 0.75), (4, 0.25, 0.75)]",0.53515625,0.4921875,0.75,0.75,0.75,0.75,0.75,0.875
"[(0, 0.25, 0.25), (1, 0.25, 0.25), (2, 0.75, 0.5), (3, 0.25, 0.75), (4, 0.5, 0.75)]",0.64453125,0.375,0.9375,0.9375,0.9375,0.9375,0.9375,1.0625
"[(0, 0.25, 0.25), (1, 0.25, 0.25), (2, 0.75, 0.5), (3, 0.25, 0.75), (4, 0.75, 0.75)]",0.73828125,0.5625,1.125,1.125,1.125,1.125,1.125,1.25
"[(0, 0.25, 0.25), (1, 0.25, 0.25), (2, 0.75, 0.5), (3, 0.5, 0.75), (4, 0.5, 0.75)]",0.685546875,0.75,1.125,1.125,1.125,1.125,1.125,1.25
"[(0, 0.25, 0.25), (1, 0.25, 0.25), (2, 0.75, 0.5), (3, 0.5, 0.75), (4, 0.75, 0.75)]",0.779296875,0.9375,1.3125,1.3125,1.3125,1.3125,1.3125,1.4375
"[(0, 0.25, 0.25), (1, 0.25, 0.25), (2, 0.75, 0.5), (3, 0.75, 0.75), (4, 0.75, 0.75)]",0.8203125,1.125,1.5,1.5,1.5,1.5,1.5,1.625
"[(0, 0.25, 0.25), (1, 0.25, 0.25), (2, 0.25, 0.75), (3, 0.25, 0.75), (4, 0.25, 0.75)]",0.404296875,0.36328125,0.57421875,0.5625,0.5625,0.5625,0.57421875,0.6875
"[(0, 0.25, 0.25), (1, 0.25, 0.25), (2, 0.25, 0.75), (3, 0.25, 0.75), (4, 0.5, 0.75)]",0.5419921875,0.421875,0.76171875,0.75,0.75,0.75,0.76171875,0.875
"[(0, 0.25, 0.25), (1, 0.25, 0.25), (2, 0.25, 0.75), (3, 0.25, 0.75), (4, 0.75, 0.75)]",0.6474609375,0.6796875,0.94921875,0.9375,0.9375,0.9375,0.94921875,1.0625
"[(0, 0.25, 0.25), (1, 0.25, 0.25), (2, 0.25, 0.75), (3, 0.5, 0.75), (4, 0.5, 0.75)]",0.5830078125,0.609375,0.9375,0.9375,0.9375,0.9375,0.9375,1.0625
"[(0, 0.25, 0.25), (1, 0.25, 0.25), (2, 0.25, 0.75), (3, 0.5, 0.75), (4, 0.75, 0.75)]",0.7998046875,0.9375,1.125,1.125,1.125,1.125,1.125,1.25
"[(0, 0.25, 0.25), (1, 0.25, 0.25), (2, 0.25, 0.75), (3, 0.75, 0.75), (4, 0.75, 0.75)]",0.76171875,1.1435961631274132,1.3125,1.3125,1.3125,1.3125,1.3125,1.4375
"[(0, 0.25, 0.25), (1, 0.25, 0.25), (2, 0.5, 0.75), (3, 0.5, 0.75), (4, 0.5, 0.75)]",0.7705078125,0.75,1.125,1.125,1.125,1.125,1.125,1.25
"[(0, 0.25, 0.25), (1, 0.25, 0.25), (2, 0.5, 0.75), (3, 0.5, 0.75), (4, 0.75, 0.75)]",0.9111328125,1.04296875,1.3125,1.3125,1.3125,1.3125,1.3125,1.4375
"[(0, 0.25, 0.25), (1, 0.25, 0.25), (2, 0.5, 0.75), (3, 0.75, 0.75), (4, 0.75, 0.75)]",0.94921875,1.23046875,1.5,1.5,1.5,1.5,1.5,1.625
"[(0, 0.25, 0.25), (1, 0.25, 0.25), (2, 0.75, 0.75), (3, 0.75, 0.75), (4, 0.75, 0.75)]",1.13671875,1.3359375,1.6875,1.6875,1.6875,1.6875,1.6875,1.8125
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.5, 0.25), (4, 0.5, 0.25)]",0.2060546875,0.0,0.375,0.375,0.375,0.375,0.375,0.5625
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.5, 0.25), (4, 0.75, 0.25)]",0.2216796875,0.1875,0.4375,0.4375,0.4375,0.4375,0.4375,0.625
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.5, 0.25), (4, 0.25, 0.5)]",0.208984375,0.0,0.375,0.375,0.375,0.375,0.375,0.5625
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.5, 0.25), (4, 0.5, 0.5)]",0.240234375,0.25,0.5,0.5,0.5,0.5,0.5,0.6875
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.5, 0.25), (4, 0.75, 0.5)]",0.271484375,0.375,0.625,0.625,0.625,0.625,0.625,0.8125
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.5, 0.25), (4, 0.25, 0.75)]",0.2275390625,0.0,0.4375,0.4375,0.4375,0.4375,0.4375,0.625
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.5, 0.25), (4, 0.5, 0.75)]",0.2744140625,0.0,0.625,0.625,0.625,0.625,0.625,0.8125
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.5, 0.25), (4, 0.75, 0.75)]",0.3212890625,0.0,0.8125,0.8125,0.8125,0.8125,0.8125,1.0
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.75, 0.25), (4, 0.75, 0.25)]",0.234375,0.1875,0.5,0.5,0.5,0.5,0.5,0.6875
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.75, 0.25), (4, 0.25, 0.5)]",0.22265625,0.0,0.4375,0.4375,0.4375,0.4375,0.4375,0.625
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.75, 0.25), (4, 0.5, 0.5)]",0.25390625,0.25,0.5625,0.5625,0.5625,0.5625,0.5625,0.75
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.75, 0.25), (4, 0.75, 0.5)]",0.28515625,0.375,0.6875,0.6875,0.6875,0.6875,0.6875,0.875
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.75, 0.25), (4, 0.25, 0.75)]",0.2421875,0.0,0.5,0.5,0.5,0.5,0.5,0.6875
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.75, 0.25), (4, 0.5, 0.75)]",0.2890625,0.0,0.6875,0.6875,0.6875,0.6875,0.6875,0.875
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.75, 0.25), (4, 0.75, 0.75)]",0.3359375,0.0,0.875,0.875,0.875,0.875,0.875,1.0625
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.25, 0.5), (4, 0.25, 0.5)]",0.234375,0.0,0.375,0.375,0.375,0.375,0.375,0.5625
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.25, 0.5), (4, 0.5, 0.5)]",0.265625,0.0,0.5,0.5,0.5,0.5,0.5,0.6875
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.25, 0.5), (4, 0.75, 0.5)]",0.296875,0.0,0.625,0.625,0.625,0.625,0.625,0.8125
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.25, 0.5), (4, 0.25, 0.75)]",0.25390625,0.0,0.453125,0.4375,0.4375,0.4375,0.453125,0.625
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.25, 0.5), (4, 0.5, 0.75)]",0.30078125,0.0,0.640625,0.625,0.625,0.625,0.640625,0.8125
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.25, 0.5), (4, 0.75, 0.75)]",0.34765625,0.5625,0.828125,0.8125,0.8125,0.8125,0.828125,1.0
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.5, 0.5), (4, 0.5, 0.5)]",0.29296875,0.25,0.625,0.625,0.625,0.625,0.625,0.8125
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.5, 0.5), (4, 0.75, 0.5)]",0.32421875,0.375,0.75,0.75,0.75,0.75,0.75,0.9375
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.5, 0.5), (4, 0.25, 0.75)]",0.283203125,0.0,0.578125,0.5625,0.5625,0.5625,0.578125,0.75
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.5, 0.5), (4, 0.5, 0.75)]",0.330078125,0.0,0.765625,0.75,0.75,0.75,0.765625,0.9375
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.5, 0.5), (4, 0.75, 0.75)]",0.376953125,0.5625,0.953125,0.9375,0.9375,0.9375,0.953125,1.125
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.75, 0.5), (4, 0.75, 0.5)]",0.3515625,0.375,0.875,0.875,0.875,0.875,0.875,1.0625
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.75, 0.5), (4, 0.25, 0.75)]",0.3125,0.0,0.703125,0.6875,0.6875,0.6875,0.703125,0.875
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.75, 0.5), (4, 0.5, 0.75)]",0.359375,0.46875,0.890625,0.875,0.875,0.875,0.890625,1.0625
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.75, 0.5), (4, 0.75, 0.75)]",0.40625,0.9375,1.078125,1.0625,1.0625,1.0625,1.078125,1.25
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.25, 0.75), (4, 0.25, 0.75)]",0.283203125,0.234375,0.5390625,0.53125,0.53125,0.5,0.5390625,0.6875
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.25, 0.75), (4, 0.5, 0.75)]",0.341796875,0.515625,0.7265625,0.6875,0.6875,0.6875,0.7265625,0.875
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.25, 0.75), (4, 0.75, 0.75)]",0.388671875,0.703125,0.9140625,0.875,0.875,0.875,0.9140625,1.0625
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.5, 0.75), (4, 0.5, 0.75)]",0.3857421875,0.65625,0.9140625,0.875,0.875,0.875,0.9140625,1.0625
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.5, 0.75), (4, 0.75, 0.75)]",0.4326171875,0.84375,1.1015625,1.0625,1.0625,1.0625,1.1015625,1.25
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.25), (3, 0.75, 0.75), (4, 0.75, 0.75)]",0.4765625,0.984375,1.2890625,1.25,1.25,1.25,1.2890625,1.4375
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.75, 0.25), (4, 0.75, 0.25)]",0.296875,0.0,0.5625,0.5625,0.5625,0.5625,0.5625,0.75
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.75, 0.25), (4, 0.25, 0.5)]",0.28515625,0.0,0.5,0.5,0.5,0.5,0.5,0.6875
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.75, 0.25), (4, 0.5, 0.5)]",0.31640625,0.25,0.625,0.625,0.625,0.625,0.625,0.8125
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.75, 0.25), (4, 0.75, 0.5)]",0.34765625,0.375,0.75,0.75,0.75,0.75,0.75,0.9375
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.75, 0.25), (4, 0.25, 0.75)]",0.3046875,0.0,0.5625,0.5625,0.5625,0.5625,0.5625,0.75
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.75, 0.25), (4, 0.5, 0.75)]",0.3515625,0.0,0.75,0.75,0.75,0.75,0.75,0.9375
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.75, 0.25), (4, 0.75, 0.75)]",0.3984375,0.0,0.9375,0.9375,0.9375,0.9375,0.9375,1.125
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.25, 0.5), (4, 0.25, 0.5)]",0.3203125,0.0,0.4375,0.4375,0.4375,0.4375,0.4375,0.625
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.25, 0.5), (4, 0.5, 0.5)]",0.328125,0.0,0.5625,0.5625,0.5625,0.5625,0.5625,0.75
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.25, 0.5), (4, 0.75, 0.5)]",0.359375,0.375,0.6875,0.6875,0.6875,0.6875,0.6875,0.875
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.25, 0.5), (4, 0.25, 0.75)]",0.33984375,0.0,0.515625,0.5,0.5,0.5,0.515625,0.6875
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.25, 0.5), (4, 0.5, 0.75)]",0.36328125,0.0,0.703125,0.6875,0.6875,0.6875,0.703125,0.875
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.25, 0.5), (4, 0.75, 0.75)]",0.41015625,0.5625,0.890625,0.875,0.875,0.875,0.890625,1.0625
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.5, 0.5), (4, 0.5, 0.5)]",0.35546875,0.25,0.6875,0.6875,0.6875,0.6875,0.6875,0.875
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.5, 0.5), (4, 0.75, 0.5)]",0.38671875,0.375,0.8125,0.8125,0.8125,0.8125,0.8125,1.0
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.5, 0.5), (4, 0.25, 0.75)]",0.345703125,0.0,0.625,0.625,0.625,0.625,0.625,0.8125
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.5, 0.5), (4, 0.5, 0.75)]",0.392578125,0.0,0.8125,0.8125,0.8125,0.8125,0.8125,1.0
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.5, 0.5), (4, 0.75, 0.75)]",0.439453125,0.5625,1.0,1.0,1.0,1.0,1.0,1.1875
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.75, 0.5), (4, 0.75, 0.5)]",0.4140625,0.375,0.9375,0.9375,0.9375,0.9375,0.9375,1.125
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.75, 0.5), (4, 0.25, 0.75)]",0.3515625,0.0,0.75,0.75,0.75,0.75,0.75,0.9375
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.75, 0.5), (4, 0.5, 0.75)]",0.421875,0.0,0.9375,0.9375,0.9375,0.9375,0.9375,1.125
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.75, 0.5), (4, 0.75, 0.75)]",0.46875,0.65625,1.125,1.125,1.125,1.125,1.125,1.3125
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.25, 0.75), (4, 0.25, 0.75)]",0.345703125,0.0,0.59375,0.59375,0.59375,0.5625,0.59375,0.75
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.25, 0.75), (4, 0.5, 0.75)]",0.392578125,0.5625,0.7734375,0.75,0.75,0.75,0.7734375,0.9375
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.25, 0.75), (4, 0.75, 0.75)]",0.451171875,0.703125,0.9609375,0.9375,0.9375,0.9375,0.9609375,1.125
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.5, 0.75), (4, 0.5, 0.75)]",0.4482421875,0.75,0.9609375,0.9375,0.9375,0.9375,0.9609375,1.125
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.5, 0.75), (4, 0.75, 0.75)]",0.4951171875,0.84375,1.1484375,1.125,1.125,1.125,1.1484375,1.3125
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.75, 0.25), (3, 0.75, 0.75), (4, 0.75, 0.75)]",0.5390625,0.984375,1.3359375,1.3125,1.3125,1.3125,1.3359375,1.5
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.25, 0.5), (3, 0.25, 0.5), (4, 0.25, 0.5)]",0.25,0.0,0.375,0.375,0.375,0.375,0.375,0.5625
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.25, 0.5), (3, 0.25, 0.5), (4, 0.5, 0.5)]",0.3125,0.0,0.5,0.5,0.5,0.5,0.5,0.6875
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.25, 0.5), (3, 0.25, 0.5), (4, 0.75, 0.5)]",0.375,0.0,0.625,0.625,0.625,0.625,0.625,0.8125
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.25, 0.5), (3, 0.25, 0.5), (4, 0.25, 0.75)]",0.2890625,0.0,0.453125,0.453125,0.4375,0.4375,0.453125,0.625
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.25, 0.5), (3, 0.25, 0.5), (4, 0.5, 0.75)]",0.3828125,0.0,0.640625,0.625,0.625,0.625,0.640625,0.8125
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.25, 0.5), (3, 0.25, 0.5), (4, 0.75, 0.75)]",0.4765625,0.5625,0.828125,0.8125,0.8125,0.8125,0.828125,1.0
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.25, 0.5), (3, 0.5, 0.5), (4, 0.5, 0.5)]",0.3359375,0.0,0.625,0.625,0.625,0.625,0.625,0.8125
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.25, 0.5), (3, 0.5, 0.5), (4, 0.75, 0.5)]",0.3984375,0.0,0.75,0.75,0.75,0.75,0.75,0.9375
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.25, 0.5), (3, 0.5, 0.5), (4, 0.25, 0.75)]",0.31640625,0.0,0.578125,0.5625,0.5625,0.5625,0.578125,0.75
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.25, 0.5), (3, 0.5, 0.5), (4, 0.5, 0.75)]",0.41015625,0.0,0.765625,0.75,0.75,0.75,0.765625,0.9375
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.25, 0.5), (3, 0.5, 0.5), (4, 0.75, 0.75)]",0.50390625,0.5625,0.953125,0.9375,0.9375,0.9375,0.953125,1.125
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.25, 0.5), (3, 0.75, 0.5), (4, 0.75, 0.5)]",0.421875,0.375,0.875,0.875,0.875,0.875,0.875,1.0625
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.25, 0.5), (3, 0.75, 0.5), (4, 0.25, 0.75)]",0.34375,0.0,0.703125,0.6875,0.6875,0.6875,0.703125,0.875
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.25, 0.5), (3, 0.75, 0.5), (4, 0.5, 0.75)]",0.4375,0.46875,0.890625,0.875,0.875,0.875,0.890625,1.0625
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.25, 0.5), (3, 0.75, 0.5), (4, 0.75, 0.75)]",0.53125,0.9375,1.078125,1.0625,1.0625,1.0625,1.078125,1.25
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.25, 0.5), (3, 0.25, 0.75), (4, 0.25, 0.75)]",0.32421875,0.234375,0.5390625,0.53125,0.53125,0.5,0.5390625,0.6875
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.25, 0.5), (3, 0.25, 0.75), (4, 0.5, 0.75)]",0.41796875,0.5625,0.7265625,0.6875,0.6875,0.6875,0.7265625,0.875
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.25, 0.5), (3, 0.25, 0.75), (4, 0.75, 0.75)]",0.51171875,0.703125,0.9140625,0.875,0.875,0.875,0.9140625,1.0625
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.25, 0.5), (3, 0.5, 0.75), (4, 0.5, 0.75)]",0.458984375,0.75,0.9140625,0.875,0.875,0.875,0.9140625,1.0625
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.25, 0.5), (3, 0.5, 0.75), (4, 0.75, 0.75)]",0.552734375,0.84375,1.1015625,1.0625,1.0625,1.0625,1.1015625,1.25
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.25, 0.5), (3, 0.75, 0.75), (4, 0.75, 0.75)]",0.59375,0.984375,1.2890625,1.25,1.25,1.25,1.2890625,1.4375
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.5), (3, 0.5, 0.5), (4, 0.5, 0.5)]",0.4609375,0.0,0.75,0.75,0.75,0.75,0.75,0.9375
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.5), (3, 0.5, 0.5), (4, 0.75, 0.5)]",0.5234375,0.0,0.875,0.875,0.875,0.875,0.875,1.0625
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.5), (3, 0.5, 0.5), (4, 0.25, 0.75)]",0.44140625,0.0,0.6875,0.6875,0.6875,0.6875,0.6875,0.875
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.5), (3, 0.5, 0.5), (4, 0.5, 0.75)]",0.53515625,0.0,0.875,0.875,0.875,0.875,0.875,1.0625
"[(0, 0.25, 0.25), (1, 0.5, 0.25), (2, 0.5, 0.5), (3, 0.5, 0.5), (4, 0.75, 0.75)]",0.62890625,0.5625,1.0625,1.0625,1.0625,1.0625,1.0625,1.25
